label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,045_neg_Cohort_1_1,046_neg_Cohort_1_2,047_neg_Cohort_1_3,048_neg_Cohort_1_4,049_neg_Cohort_1_5,053_neg_Cohort_2_1,054_neg_Cohort_2_2,055_neg_Cohort_2_3,056_neg_Cohort_2_4,057_neg_Cohort_2_5,058_neg_Cohort_2_6,061_neg_Cohort_3_1,062_neg_Cohort_3_2,063_neg_Cohort_3_3,064_neg_Cohort_3_4,065_neg_Cohort_3_5,066_neg_Cohort_3_6,069_neg_Cohort_4_1,070_neg_Cohort_4_2,071_neg_Cohort_4_3,072_neg_Cohort_4_4,073_neg_Cohort_4_5,074_neg_Cohort_4_6,077_neg_Cohort_5_1,078_neg_Cohort_5_2,079_neg_Cohort_5_3
g,1087,1087,27,174.098633,2.141,0.72607,,Std-L-Phenylalanine,Std-L-Phenylalanine,,5.269,1.402314,174.098633,1567910.88,1440967.75,1562950.88,1647526.62,1885451.25,1484188.75,1308690.25,1665553.38,1563147.75,1485555.88,1436063.88,1488145.38,1629997,1544835,1438881.25,1606617.75,1584187.25,1468345.5,1544608.5,1714852.62,1636158.38,1618905.88,1501471.38,1606435.12,1710179.12,1452017.38
g,1,1,6,337.053772,4.482,0.839274,,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,C04677,C9H15N4O8P,-1,5.070335,337.053772,79555.91,62093.95,66659.32,66933,56646.23,108300.38,99755.58,104859.88,98018.9,113849.31,117542.77,102971.85,91826.44,103436.22,78504.73,115050.13,96128.07,89643.53,76762.26,62934.05,77589.27,57863.31,77545.28,28954.86,30593,31275.4
g,2,2,29,362.05014,5.782,0.837433,,GMP,C00144,C10H14N5O8P,-1,1.601527,362.05014,19532484,19489650,15856299,20820674,20047696,12675279,12175107,8954875,11735647,13169476,7224029.5,7523021.5,9353570,7554041.5,7204600.5,12977047,8600392,5157629.5,10560783,9426739,10523749,14828464,8538355,791279,1119323.88,1543209.62
g,6,6,11,358.125214,3.664,0.839334,,3-(3-Amino-3-carboxypropyl)-1-methylpseudouridine,193882,C14H21N3O8,-1,1.022577,358.125214,29393.64,26365.08,18058.2,28484.74,37410.11,18315.81,17951.63,12224.86,31279.92,25986.82,18608.45,28692.28,19924.42,25735.64,26468.63,16457.62,20047.8,7494.35,6160.37,5848.58,5607.81,5986.6,6793.59,10064.21,5370.9,10144.59
g,8,8,19,352.063873,3.02,0.675565,,"2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",C01304,C9H16N5O8P,-1,7.107868,352.063873,236297.36,162777.95,279372.66,167853.88,364774.66,461587.5,319579.31,382525.62,449033.78,362121.84,359534.56,532336.75,483255.62,408920.25,610167.06,531398.94,479267.84,102332.84,271826.59,342597.41,131523.53,157810.39,276580.16,133855.23,177058.45,326424.78
g,9,9,18,347.03949,5.142,0.835507,,IMP,C00130,C10H13N4O8P,-1,0.967305,347.03949,93551.86,168590.88,67085.95,128706.02,155857.52,44961.14,50616.97,34852.89,58662.9,75659.6,31936.9,28253.17,43220.38,41362.16,74187.73,49524.8,36267.29,44338.24,75300.16,106004.64,133378.64,120469.48,83474.91,30340.93,48158.53,34707.48
g,10,10,14,347.041138,4.528,0.831061,,IMP,C00130,C10H13N4O8P,-1,3.781283,347.041138,36990.84,45491.01,46329.51,50224.83,61782.88,44129.48,33812.73,42965.13,45595.59,27663.97,21548.48,37882.06,43707.92,35596.62,41059.78,65203.3,33795.45,32975.8,33967.45,33664.28,42008.1,37580.32,43004.64,6723.69,4828.06,21020.51
g,11,11,14,347.040009,3.049,0.833674,,IMP,C00130,C10H13N4O8P,-1,0.527621,347.040009,18626.53,31801.04,8766.04,8543.89,4338.76,38671.97,33577.54,33398.96,25135.79,16133.2,32332.01,18857.22,30082.33,29576.86,19372.09,13330.05,33467.7,8809.8,22668.43,25363.76,9257.9,3464.81,9322.24,29512.99,32352.85,30826.42
g,14,14,13,346.055359,5.809,0.779476,,dGMP,C00362,C10H14N5O7P,-1,1.322803,346.055359,2135882.5,1625395,1870578.62,1326513.5,4853681.5,1697879.88,4501801.5,2939632.5,1191152.38,1634890.38,4502970,1670071.88,1916448.5,1652040,1938502.62,5685636,5051823.5,3988843.75,4872937.5,4363594.5,1568599.25,3532545.75,4692816.5,2262586.75,606154.31,1098561
g,17,17,4,346.055298,3.807,0.71845,,dGMP,C00362,C10H14N5O7P,-1,1.499177,346.055298,6266.92,25850.48,22776.32,20196.75,17601.97,9743.25,22274.77,0,28698.85,25335.59,18503.93,8730.78,15639.94,16846.01,24744.04,0,29478.94,20455.94,3778.36,30585.76,8744.3,0,42043.59,58937.21,37660.29,54213.82
g,18,18,29,346.055054,4.532,0.841456,,AMP,C00020,C10H14N5O7P,-1,2.204672,346.055054,126549784,124177296,124070304,132381112,143059152,112243728,108493568,100004840,107750304,115292440,90878256,101593384,103564024,103513240,103873312,132249408,106905432,85145808,108892368,99468496,105581280,114859736,95454528,45225580,50728648,58562508
g,39,39,3,338.041565,1.665,0.813538,,1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,C04751,C9H14N3O9P,-1,6.138914,338.041565,3039.72,3773.2,9052.62,7725.01,8152.68,8446.47,9955.26,10978.92,9298.89,8988.55,7000.2,16471.15,10690.11,16757.31,18703.08,21527.97,12529.3,5941.17,4289.68,5767.94,5456.17,2916.62,7525.98,1169.35,2090.43,3761.45
g,45,45,17,334.058899,5.093,0.839744,,"7,8-Dihydroneopterin 2'-phosphate",C20566,C9H14N5O7P,-1,9.226828,334.058899,24092.92,25470.84,37455.99,28558.53,31217.02,32137.87,23464.27,30693.07,32434.78,34886.37,30872.5,46535.02,40550.81,46089.46,47159.88,56126.88,54728.82,93430.7,88974.13,99432.47,85256.6,96928.62,101875.59,88539.08,80815.84,77076.73
g,46,46,7,334.05896,4.435,0.8362,,"7,8-Dihydroneopterin 2'-phosphate",C20566,C9H14N5O7P,-1,9.409537,334.05896,9319.82,3415.81,6861.48,3234.66,7114.24,6809.73,2860.95,7764.88,7004.65,10693.09,7760.06,27177.39,17485.02,20952.49,27156.48,31785.3,24267.59,71453.83,75382.62,84156.77,77689.79,81845.53,81453.7,88150.22,77336.68,96474.88
g,47,47,17,334.058899,5.093,0.839744,,Dihydroneopterin phosphate,C05925,C9H14N5O7P,-1,9.226828,334.058899,24092.92,25470.84,37455.99,28558.53,31217.02,32137.87,23464.27,30693.07,32434.78,34886.37,30872.5,46535.02,40550.81,46089.46,47159.88,56126.88,54728.82,93430.7,88974.13,99432.47,85256.6,96928.62,101875.59,88539.08,80815.84,77076.73
g,48,48,7,334.05896,4.435,0.8362,,Dihydroneopterin phosphate,C05925,C9H14N5O7P,-1,9.409537,334.05896,9319.82,3415.81,6861.48,3234.66,7114.24,6809.73,2860.95,7764.88,7004.65,10693.09,7760.06,27177.39,17485.02,20952.49,27156.48,31785.3,24267.59,71453.83,75382.62,84156.77,77689.79,81845.53,81453.7,88150.22,77336.68,96474.88
g,50,50,29,323.027802,4.908,0.841743,,UMP,C00105,C9H13N2O9P,-1,2.456306,323.027802,38699124,47437272,42774592,50570084,24915216,48284016,52057068,50902972,41971044,50111924,36708980,34754104,40806232,37430468,41836976,46638612,53721896,23191808,19007604,15383408,36211420,57225368,40740224,26625258,34217280,36038904
g,59,59,25,322.044159,5.569,0.836874,,CMP,C00055,C9H14N3O8P,-1,1.326668,322.044159,4448169,3470637.25,3768848.25,3708443.75,4177807.75,2712981.75,2618569.25,1961208.75,2283690.25,2597735.5,1743529.25,1833045.62,1841010.5,1671457.12,1708309,2384573.5,1791520.75,630105.19,1184797.75,846694.5,719915.94,977992.75,757182.81,325176.53,292793.94,261560.73
g,63,63,29,321.048615,3.992,0.839112,,dTMP,C00364,C10H15N2O8P,-1,2.186282,321.048615,1036031,1007003.94,796501.56,1110344.62,1237566,949286.56,849173.81,624581.62,1010464,960195.56,650515.31,356109.5,316572.84,395300.22,336754.31,591531.38,494758.53,506495.38,736070.88,861279.31,900265.69,1210994.38,817220.69,345675.41,302876.94,508351.31
g,64,64,7,321.049744,4.416,0.824899,,dTMP,C00364,C10H15N2O8P,-1,1.33078,321.049744,32064.11,30993.12,50596.01,35820.05,50427.2,30906.4,39180.54,34889.07,28311.32,40446.6,31013.25,34531.83,26048.37,36528.71,24048.35,39984.06,24922.19,41358.99,33846.23,30487.14,32859.95,30142.86,33600.69,18394.52,27052.05,24452.91
g,65,65,7,316.045654,4.178,0.838715,,"7,8-Dihydroneopterin 2',3'-cyclic phosphate",C20567,C9H12N5O6P,-1,1.25529,316.045654,8143.3,8925.88,17421.54,6795.78,8722.08,17047.49,19138.45,28948.8,14182.46,19078.03,8149.44,18985.23,9543.12,25945.58,17707.05,9475.67,16108.91,3831.23,10626.79,11904.71,13166.32,6883.31,4590.46,19123.06,13155.36,19010.19
g,66,66,7,313.102905,3.827,0.840007,,Dihydropteroate,C00921,C14H14N6O3,-1,8.187263,313.102905,87383.88,139023.88,97885.1,78025.27,34853.8,58659.4,82025.57,48172.96,39943.51,26678.02,56691.64,25274.9,38004.88,50997.45,43960.9,17529.17,33181.66,70724.6,35293.18,57000.34,57207.48,24160.13,38268.96,33398.68,46987.11,37692.35
g,67,67,16,313.106873,3.031,0.832242,,Dihydropteroate,C00921,C14H14N6O3,-1,4.4835,313.106873,28361.97,13834.3,17783.57,18563.87,40536.43,22969.81,20208.72,23032.1,44749.73,11467.06,24719.5,32199.37,25199.17,34547.1,35998.46,17409.84,27483.3,84368.37,60732.68,40380.36,80522.47,78294.63,73903.82,36698.79,31730.86,33420.95
g,68,68,9,313.043915,4.931,0.83824,,5'-Phosphoribosyl-N-formylglycinamide,C04376,C8H15N2O9P,-1,1.072351,313.043915,250335.72,333581.84,333274.31,324092.84,225154.14,59359.8,57435.53,90392.48,40328.37,46814.34,41608,14596.58,7270.39,22671.53,17465.56,15576.08,32287.8,0,2570.64,0,3467.82,12326.43,0,42967.99,72517.87,49812.47
g,70,70,3,310.113739,3.74,0.837565,,N-2-dimethyl-Guo,HMDB0004824,C12H17N5O5,-1,6.298053,310.113739,9380.58,10517.06,7800.73,11550.37,16656.57,11460.65,7132.33,8806.09,14970.75,10745.61,13138.41,15471.48,18392.87,15267.25,20110.96,19121.76,12508.31,29402.82,23827.19,30097.91,32868.77,24596.16,23183.88,46532.46,46195.45,56732.15
g,71,71,12,310.115326,2.354,0.837356,,N-2-dimethyl-Guo,HMDB0004824,C12H17N5O5,-1,1.180885,310.115326,8183.28,7617.57,13931.82,12116.44,11155.08,17296.02,13178.64,16566.07,18054.95,23131.16,14331.96,21327.2,24840.06,20286.85,21358.96,33960.18,20147.52,24178.72,23577.35,18470.97,22427.96,26044.42,19807.68,3999.27,3854.39,2831.8
g,72,72,29,308.097778,3.379,0.84197,,N-Acetylneuraminate,C00270,C11H19NO9,-1,2.971539,308.097778,49720492,38538296,73511056,46565328,59849564,25484460,34926120,47425412,33256674,34566624,24206378,24680646,24199244,26067284,24300324,44272808,18644228,57340836,54722540,57559220,57888276,58788740,47559380,45614288,58849552,50817256
g,73,73,29,308.097992,4.331,0.836625,,N-Acetylneuraminate,C00270,C11H19NO9,-1,2.27818,308.097992,2165291.5,6529651.5,2677991.25,5649134.5,8956595,1436883.5,1771052.5,764128.06,1830987,2180640,1092903.38,879317.75,1739150.38,1621911.88,822601.38,1453879.88,391403.53,1348440.12,1185314.5,1898902.38,4230483,3245550.5,1101585.25,507359.97,1389377.38,1733800.5
g,75,75,19,307.033173,4.263,0.840018,,dUMP,C00365,C9H13N2O8P,-1,1.689713,307.033173,143851.28,202312.98,205845.84,215928.11,322164.59,196703.28,187424.22,181259.45,190639.84,201382.08,95415.39,57860.05,38454.14,79177.33,77590.34,117804.61,86725.84,111099.21,135427.97,129924.8,147297.67,127546.82,115567.47,32463.25,33971.25,46432.75
g,77,77,16,401.015167,5.282,0.839906,,dTDP,C00363,C10H16N2O11P2,-1,1.217611,401.015167,511141.81,565129.06,469099.75,494558.66,904746.88,1206783.62,1282592.5,935033,549055.88,986043.25,892456.94,263623.47,285648.5,190788.09,114132.96,285259.31,370974.62,239847.38,241981.69,288849.94,147617.14,166623.11,261865.56,120214.47,136847.84,133391.56
g,78,78,16,401.01947,3.995,0.839992,,dTDP,C00363,C10H16N2O11P2,-1,9.512589,401.01947,93876.09,81997.82,70889.15,94079.27,70413.02,49464.75,56714.71,37529.39,62750.07,61948.09,57511.66,41323.58,41757.2,69191.61,53277.18,47706.51,53066.42,129994.73,107077.38,123710.64,121345.98,119930.9,108501.34,130976.94,74251.84,129920.83
g,80,80,29,442.016632,7.244,0.829252,,GDP,C00035,C10H15N5O11P2,-1,0.966583,442.016632,47096096,34855712,52033856,48982324,65074824,28573748,22986678,29072658,34069716,45897944,32819808,41932524,30530716,37934936,52872648,59279112,40989152,25299340,18960216,20183924,18187860,17863820,20103446,10917106,13289543,15425966
g,84,84,25,440.131927,4.436,0.840376,,Folate,C00504,C19H19N7O6,-1,1.109396,440.131927,119885.05,267406.19,220736.03,241720.66,337982.81,198551.97,172628.52,360762.84,373596.88,177977.36,190513.2,292998.25,209734.39,228215.48,307066.53,251002.62,198019.88,1011603,653142.88,792927.44,824353.94,575531.81,742479.06,1043002.62,1027631.88,823185.31
g,87,87,26,426.02182,7.075,0.828182,,dGDP,C00361,C10H15N5O10P2,-1,0.787972,426.02182,6508160.5,5538350,4796161,6973858,8945160,4140306,2088839.38,4995298.5,2411518,8174319.5,6638192.5,7499142,5371305,2540381,4142515,10014000,8152637.5,7250875,4343285,4688415.5,4461106,4000051.5,4746553.5,8054679,7956431.5,7745508.5
g,89,89,29,426.02182,5.798,0.804673,,ADP,C00008,C10H15N5O10P2,-1,0.787972,426.02182,105261848,84928200,86101288,92449032,177159712,118754656,117843128,87922848,82374288,103680560,81854632,90725096,109126152,73137928,77723168,126653088,115048368,80446608,91152800,85085464,63519068,63268428,84025416,43623956,41759592,44970700
g,92,92,12,426.014893,5.816,0.822474,,Adenylyl sulfate,C00224,C10H14N5O10PS,-1,5.301018,426.014893,1333446.38,959942,1145356.12,1347063.38,4418347,1722105.12,2624769.75,2060602,1160523.12,2452675.75,1036039.31,2227826,1434223.75,777789.12,1271365.75,2199600.25,1444138,1297515.12,2053003.62,2013259.75,666315.81,814107.88,2108620,386913.19,609096.38,594515.44
g,94,94,9,424.033539,4.524,0.838997,,Thiamin diphosphate,C00068,C12H19N4O7P2S,-1,9.787787,424.033539,194922.25,335992.75,299685.78,328420.75,318863.59,248494.36,308646.81,286457.16,373117.75,152151.25,274588.03,190843.77,166078.5,159355.34,255338.92,232934.94,137114.08,195569.91,161733.03,166061.62,154345.61,155322.02,180823.91,213219.67,214178.08,181667.92
g,95,95,9,424.033508,4.787,0.829819,,Thiamin diphosphate,C00068,C12H19N4O7P2S,-1,9.859756,424.033508,119589.65,131396.05,132782,146989.47,106856.98,88939.84,91381.91,75860.73,95049.09,106855.48,82445.98,103072.76,79397.8,55179.02,73521.84,63943.01,95071.48,38002.32,36844.25,45152.32,51625.8,45472.05,28755.45,4841.76,18051,4202.08
g,97,97,8,410.026611,5.448,0.838832,,dADP,C00206,C10H15N5O9P2,-1,1.488564,410.026611,170986.25,125996.69,120026.93,115736.78,29156.06,34127.43,25866.01,54940.35,136331.67,73159.81,44344.12,16368.62,10069.68,21044.78,29075.54,5242.62,2607.66,4981.96,1902.81,2693.19,26515.14,7536.16,0,14468.19,28902.89,45616.49
g,98,98,21,402.99472,6.27,0.836688,,UDP,C00015,C9H14N2O12P2,-1,0.530089,402.99472,125016856,106087248,122956096,118784224,164018512,91467200,89378080,88102424,69836512,96942816,74535312,54002200,55113340,51595148,59258272,94900576,87183392,61919116,59009608,60592172,37022832,47660108,65320216,61989052,70755632,75760712
g,104,104,29,402.010712,6.884,0.834047,,CDP,C00112,C9H15N3O11P2,-1,0.531386,402.010712,32418756,28390346,30954728,31214422,36352016,16715670,17075388,19200282,20596360,23925392,17848696,24133974,20897778,22506618,27533628,27870844,21420110,6266886.5,6006209.5,5973233.5,5542477.5,5818800,6268191,4714442,5077831.5,5444799.5
g,107,107,29,306.075714,3.948,0.840062,,Glutathione,C00051,C10H17N3O6S,-1,2.692054,306.075714,85074416,72612376,80879568,83168856,91775272,131828840,124222472,126935456,149721280,140578000,135288960,178615952,168571664,186812240,188894544,191559280,178901056,95072528,91588944,87324640,89330272,80231144,85727448,9728152,12677815,22473024
g,117,117,18,388.064667,5.823,0.836366,,N-Acetylneuraminate 9-phosphate,C06241,C11H20NO12P,-1,0.943684,388.064667,374815.56,336554.53,251823.75,273620.34,593196.31,319501.91,256226,180295.52,124093.77,262918.03,140970.3,72984.91,123030.53,51723.25,42432.73,99198.66,160927.69,30817.84,107437.07,73081.75,46605.78,36174.3,45598.88,12706.15,7458.27,0
g,118,118,13,388.06427,6.661,0.834596,,N-Acetylneuraminate 9-phosphate,C06241,C11H20NO12P,-1,1.966009,388.06427,12236.84,8896.58,30450.57,24869.44,23519.83,11505.32,12878.47,41278.05,38610.55,32123.77,27240.1,23380.77,13964.08,22504.89,32377.29,37074.15,21178.54,43298.09,39144.39,32631.22,55861.51,26515.07,41672.64,46684.98,65959.68,45665.02
g,119,119,8,388.064484,7.355,0.83572,,N-Acetylneuraminate 9-phosphate,C06241,C11H20NO12P,-1,1.415527,388.064484,23289.87,2555.46,0,2304.63,0,0,0,1933.27,0,2913.18,0,13875.75,15814.24,21239.23,49185.22,31852.73,8928.9,35141.07,2554.42,19968.27,16453.84,1901.63,24970.91,36026.66,56875.36,72681.7
g,121,121,11,387.000427,5.566,0.839686,,dUDP,C01346,C9H14N2O11P2,-1,1.103995,387.000427,0,14035.46,2709.97,6161.24,19727.95,0,3468.31,0,12490.04,4111.84,7126.83,18477.87,18749.64,8936.6,17156.86,36849.23,19911.73,80976.57,64876.41,35301.21,73858.41,37841.49,102454.23,46397.27,44739.77,80224.62
g,123,123,29,383.113922,3.861,0.84069,,S-Adenosyl-L-homocysteine,C00021,C14H20N6O5S,-1,1.035536,383.113922,1080503.75,1025207.19,1249789.88,1257956.75,1509430.5,2113750.5,2114468.75,2607442.5,2783281.75,2205679.5,1744601.75,2553532,2386636.75,2476129,3032633.5,3624160,2808857.5,2438130.25,2114691.75,2384201.5,2476929.25,2273223,2280375.25,1076381.5,1202060.38,1476596.62
g,125,125,17,372.071411,4.808,0.841159,,N-Acetylmuramic acid alpha-1-phosphate,C21027,C11H20NO11P,-1,3.444884,372.071411,134330.77,138508.89,175675.25,151937.81,206806.52,149156.27,129282.56,157487.66,160948.86,150909.31,106465.85,132827.56,125015.64,114978.95,132559.97,133162.3,145340.06,69388.36,64187.5,69564.95,70461.15,54783.66,77573.19,39457.44,61763.79,81032.75
g,126,126,11,372.072662,3.577,0.839454,,N-Acetylmuramic acid alpha-1-phosphate,C21027,C11H20NO11P,-1,6.807746,372.072662,46932.23,59287.12,46671.01,53287.2,50748.25,62817.02,49159.97,59211.62,58646.7,56345.67,63522.64,61712.85,62492.36,53224.35,55848.28,31890.45,56212.25,54263.13,51548.17,44945.8,50685.21,46035.77,56217.97,52180.7,32735.85,44605.95
g,127,127,17,372.071411,4.808,0.841159,,N-Acetylmuramic acid 6-phosphate,C16698,C11H20NO11P,-1,3.444884,372.071411,134330.77,138508.89,175675.25,151937.81,206806.52,149156.27,129282.56,157487.66,160948.86,150909.31,106465.85,132827.56,125015.64,114978.95,132559.97,133162.3,145340.06,69388.36,64187.5,69564.95,70461.15,54783.66,77573.19,39457.44,61763.79,81032.75
g,128,128,11,372.072662,3.577,0.839454,,N-Acetylmuramic acid 6-phosphate,C16698,C11H20NO11P,-1,6.807746,372.072662,46932.23,59287.12,46671.01,53287.2,50748.25,62817.02,49159.97,59211.62,58646.7,56345.67,63522.64,61712.85,62492.36,53224.35,55848.28,31890.45,56212.25,54263.13,51548.17,44945.8,50685.21,46035.77,56217.97,52180.7,32735.85,44605.95
g,130,130,9,363.034698,6.717,0.839476,,Xanthosine 5'-phosphate,C00655,C10H13N4O9P,-1,0.084062,363.034698,0,1989.1,0,0,0,0,1258.07,0,0,2172.63,0,0,14789.25,4933.39,9705.11,22866.6,0,39891.81,13123.12,23250.45,16224.03,25067.07,37358.59,36640.29,41693.62,103586.05
g,131,131,6,363.034302,6.334,0.837372,,Xanthosine 5'-phosphate,C00655,C10H13N4O9P,-1,1.176874,363.034302,5746.46,7037.81,10040.3,4674.85,3658.19,0,2601.18,1964.34,3505.94,2836.96,2820.91,2627.26,12110.57,8959.2,2435.02,6786.16,5321.14,23647.49,29879.61,28820.29,33235.28,32623.36,31539.58,47618.6,48787.08,47961.5
g,132,132,24,259.021973,6.944,0.838531,,beta-D-Glucose 6-phosphate,C01172,C6H13O9P,-1,1.885092,259.021973,9082016,8604497,7737145.5,9390022,12234197,8832649,7875284.5,8415079,8031262,8892168,7740798,9507977,9767124,6946657,8061739.5,12049466,10747584,10345771,10320348,9797027,11730030,10613533,9590050,8789321,9248276,7976313.5
g,133,133,17,259.021973,6.39,0.834741,,beta-D-Glucose 6-phosphate,C01172,C6H13O9P,-1,1.885092,259.021973,1179423,1097334,1342644.5,1137587.62,810093.31,1143388,1093338.25,1229771,1311206.75,1131535,1162760.62,1887118.25,2211842,2417133,2038025.75,2432492.5,1549057.88,4123700,2041222.12,2973425,2042750.12,2079603.5,1920708.5,4908307,6365249,8750625
g,134,134,28,259.021973,6.715,0.839493,,beta-D-Glucose 6-phosphate,C01172,C6H13O9P,-1,1.885092,259.021973,1760536,1343090.5,2686870.5,1741837.12,2477088.5,1734022.75,1573968.38,2698049.5,2340870.25,2280284.75,1995823.5,5061683,3496592.25,4142379.25,5879295,6046668.5,4554989,4032919.25,2673196.25,2597814.75,5104474,1769736.75,2685054.75,3794629.75,4174261.25,4360295
g,135,135,24,259.021973,6.523,0.839003,,beta-D-Glucose 6-phosphate,C01172,C6H13O9P,-1,1.885092,259.021973,3638562,3169786.5,4136412,3506792.5,4456380.5,3374913.75,3155665.75,3894581.75,3574891,3644928.75,3108844.5,4778511.5,4049616.75,4002267.5,4845427,4977538.5,4512909.5,3778979.5,2880920.25,2839211,4119729,2462619,2812611,4427141,4115114,5231731.5
g,136,136,21,259.021912,5.937,0.833227,,beta-D-Glucose 6-phosphate,C01172,C6H13O9P,-1,2.120729,259.021912,348460.56,179476.81,82079.77,39831.13,78640.69,49212.82,63462.53,39980.23,49609.91,64647.12,39739.68,265311.88,1024094.25,480525,467991.75,616537.94,128597.98,1408237.12,621017.12,1026411.44,332424.59,359904.78,988857.38,2387062.25,2573188.5,3196801.5
g,137,137,15,259.021912,5.581,0.82351,,beta-D-Glucose 6-phosphate,C01172,C6H13O9P,-1,2.120729,259.021912,106824.92,62216.11,89023.67,73842.54,73654.23,48898.17,64105.62,53092.22,67382.7,75862.05,56798.02,77319.48,95025.34,66045.23,71983.66,87720.23,39884.41,71841.61,45110.49,46789.79,27031.75,3212.69,21202.14,723254.25,1006044.12,1118233.38
g,143,143,22,264.951477,8.03,0.826681,,"2,3-Bisphospho-D-glycerate",C01159,C3H8O10P2,-1,1.958086,264.951477,101618.59,145220.16,182074.22,166320.06,256201.16,168912.34,144079.5,105074.93,172285.14,249179.77,298932.09,100548.56,108900.85,132892.25,135712.12,149144.52,129972.89,72644.98,26308.1,17623.81,29526.85,37092.32,47213.25,50089.82,38267.33,67253.41
g,146,146,22,264.951477,8.03,0.826681,,3-Phospho-D-glyceroyl phosphate,C00236,C3H8O10P2,-1,1.958086,264.951477,101618.59,145220.16,182074.22,166320.06,256201.16,168912.34,144079.5,105074.93,172285.14,249179.77,298932.09,100548.56,108900.85,132892.25,135712.12,149144.52,129972.89,72644.98,26308.1,17623.81,29526.85,37092.32,47213.25,50089.82,38267.33,67253.41
g,149,149,24,259.021973,6.944,0.838531,,D-Glucose 6-phosphate,C00092,C6H13O9P,-1,1.885092,259.021973,9082016,8604497,7737145.5,9390022,12234197,8832649,7875284.5,8415079,8031262,8892168,7740798,9507977,9767124,6946657,8061739.5,12049466,10747584,10345771,10320348,9797027,11730030,10613533,9590050,8789321,9248276,7976313.5
g,150,150,17,259.021973,6.39,0.834741,,D-Glucose 6-phosphate,C00092,C6H13O9P,-1,1.885092,259.021973,1179423,1097334,1342644.5,1137587.62,810093.31,1143388,1093338.25,1229771,1311206.75,1131535,1162760.62,1887118.25,2211842,2417133,2038025.75,2432492.5,1549057.88,4123700,2041222.12,2973425,2042750.12,2079603.5,1920708.5,4908307,6365249,8750625
g,151,151,28,259.021973,6.715,0.839493,,D-Glucose 6-phosphate,C00092,C6H13O9P,-1,1.885092,259.021973,1760536,1343090.5,2686870.5,1741837.12,2477088.5,1734022.75,1573968.38,2698049.5,2340870.25,2280284.75,1995823.5,5061683,3496592.25,4142379.25,5879295,6046668.5,4554989,4032919.25,2673196.25,2597814.75,5104474,1769736.75,2685054.75,3794629.75,4174261.25,4360295
g,152,152,24,259.021973,6.523,0.839003,,D-Glucose 6-phosphate,C00092,C6H13O9P,-1,1.885092,259.021973,3638562,3169786.5,4136412,3506792.5,4456380.5,3374913.75,3155665.75,3894581.75,3574891,3644928.75,3108844.5,4778511.5,4049616.75,4002267.5,4845427,4977538.5,4512909.5,3778979.5,2880920.25,2839211,4119729,2462619,2812611,4427141,4115114,5231731.5
g,153,153,21,259.021912,5.937,0.833227,,D-Glucose 6-phosphate,C00092,C6H13O9P,-1,2.120729,259.021912,348460.56,179476.81,82079.77,39831.13,78640.69,49212.82,63462.53,39980.23,49609.91,64647.12,39739.68,265311.88,1024094.25,480525,467991.75,616537.94,128597.98,1408237.12,621017.12,1026411.44,332424.59,359904.78,988857.38,2387062.25,2573188.5,3196801.5
g,154,154,15,259.021912,5.581,0.82351,,D-Glucose 6-phosphate,C00092,C6H13O9P,-1,2.120729,259.021912,106824.92,62216.11,89023.67,73842.54,73654.23,48898.17,64105.62,53092.22,67382.7,75862.05,56798.02,77319.48,95025.34,66045.23,71983.66,87720.23,39884.41,71841.61,45110.49,46789.79,27031.75,3212.69,21202.14,723254.25,1006044.12,1118233.38
g,158,158,24,259.021973,6.944,0.838531,,myo-Inositol 4-phosphate,C03546,C6H13O9P,-1,1.885092,259.021973,9082016,8604497,7737145.5,9390022,12234197,8832649,7875284.5,8415079,8031262,8892168,7740798,9507977,9767124,6946657,8061739.5,12049466,10747584,10345771,10320348,9797027,11730030,10613533,9590050,8789321,9248276,7976313.5
g,159,159,17,259.021973,6.39,0.834741,,myo-Inositol 4-phosphate,C03546,C6H13O9P,-1,1.885092,259.021973,1179423,1097334,1342644.5,1137587.62,810093.31,1143388,1093338.25,1229771,1311206.75,1131535,1162760.62,1887118.25,2211842,2417133,2038025.75,2432492.5,1549057.88,4123700,2041222.12,2973425,2042750.12,2079603.5,1920708.5,4908307,6365249,8750625
g,160,160,28,259.021973,6.715,0.839493,,myo-Inositol 4-phosphate,C03546,C6H13O9P,-1,1.885092,259.021973,1760536,1343090.5,2686870.5,1741837.12,2477088.5,1734022.75,1573968.38,2698049.5,2340870.25,2280284.75,1995823.5,5061683,3496592.25,4142379.25,5879295,6046668.5,4554989,4032919.25,2673196.25,2597814.75,5104474,1769736.75,2685054.75,3794629.75,4174261.25,4360295
g,161,161,24,259.021973,6.523,0.839003,,myo-Inositol 4-phosphate,C03546,C6H13O9P,-1,1.885092,259.021973,3638562,3169786.5,4136412,3506792.5,4456380.5,3374913.75,3155665.75,3894581.75,3574891,3644928.75,3108844.5,4778511.5,4049616.75,4002267.5,4845427,4977538.5,4512909.5,3778979.5,2880920.25,2839211,4119729,2462619,2812611,4427141,4115114,5231731.5
